County,State, In-Migration , Out-Migration , Net Migration , +/- , Rank 
Goodhue,Minnesota,5.9232779921,0,5.9232779921,2.3446852487,1144
Shenandoah,Virginia,5.714385511,0,5.714385511,34.7875802398,1145
Lincoln,Montana,5.6116913055,0,5.6116913055,7.8214257958,1146
Christian,Missouri,5.57101304,0,5.57101304,41.0355569533,1147
Marion,Arkansas,5.525954603,0,5.525954603,3.7118812561,1148
Malheur,Oregon,5.3847981746,0,5.3847981746,3.1324244282,1149
Mcclain,Oklahoma,5.2723748997,0,5.2723748997,2.8224687375,1150
Williamson,Illinois,5.225062595,0,5.225062595,1.104352062,1151
Hillsdale,Michigan,5.1835244693,0,5.1835244693,3.0970338258,1152
Navarro,Texas,5.1735722397,0,5.1735722397,1.5574151716,1153
Robertson,Texas,5.0483273384,0,5.0483273384,1.1078557605,1154
La Plata,Colorado,4.8941470814,0,4.8941470814,212.9288707804,1155
Murray,Georgia,4.7147703188,0,4.7147703188,6.1865650042,1156
Crawford,Kansas,4.30635717,0,4.30635717,1.3660330021,1157
Real,Texas,3.9738936137,0,3.9738936137,0.2344628104,1158
Barton,Kansas,3.8250700429,0,3.8250700429,2.3369031125,1159
Los Alamos,New Mexico,3.7922191546,0,3.7922191546,3.3804151326,1160
Cowley,Kansas,3.7671459676,0,3.7671459676,0.985686619,1161
Crawford,Iowa,3.7325129483,0,3.7325129483,3.6533434346,1162
Radford,Virginia,3.7210884575,0,3.7210884575,52.1855357707,1163
Cole,Missouri,3.5874755989,0,3.5874755989,1.3381776843,1164
Augusta,Virginia,3.4435686349,0,3.4435686349,28.4542720589,1165
Wilkes,North Carolina,3.3812482783,0,3.3812482783,15.6560261763,1166
Cooke,Texas,3.3203802315,0,3.3203802315,3.115019794,1167
Limestone,Texas,3.2711440068,0,3.2711440068,19.5488956523,1168
Phelps,Missouri,3.2264473094,0,3.2264473094,0.2755548715,1169
Kay,Oklahoma,3.2264473094,0,3.2264473094,59.4538205328,1169
Sioux,Iowa,3.118672126,0,3.118672126,0.8850819368,1171
Hopkins,Texas,3.057736282,0,3.057736282,2.3290802402,1172
Pecos,Texas,3.0209151666,0,3.0209151666,0.2597101665,1173
Sullivan,Pennsylvania,3.0172066208,0,3.0172066208,0.0354417773,1174
Allegan,Michigan,3.01187475,0,3.01187475,19.8488437671,1175
Midland,Michigan,2.9900111221,0,2.9900111221,110.1613402556,1176
Payette,Idaho,2.9575767003,0,2.9575767003,0.4816245094,1177
Rogers,Oklahoma,2.9435761909,0,2.9435761909,5.4843768764,1178
Mckenzie,North Dakota,2.873085143,0,2.873085143,0.0661898712,1179
Cass,Missouri,2.8394957365,0,2.8394957365,77.8440695628,1180
Gray,Texas,2.8029249251,0,2.8029249251,4.3890573931,1181
Palo Pinto,Texas,2.7449939447,0,2.7449939447,8.772881563,1182
Uvalde,Texas,2.650699305,0,2.650699305,35.8397543382,1183
Dimmit,Texas,2.5998451131,0,2.5998451131,14.0051609179,1184
Apache,Arizona,2.4985905473,0,2.4985905473,22.2483137572,1185
Cherokee,Texas,2.4664055305,0,2.4664055305,23.3101545512,1186
Silver Bow,Montana,2.4397302499,0,2.4397302499,16.5865338277,1187
Hamilton,New York,2.2195083041,0,2.2195083041,1.6253156694,1188
La Salle,Texas,2.1388252133,0,2.1388252133,0.2340019637,1189
Jefferson,Wisconsin,2.1224519213,0,2.1224519213,2.3139704511,1190
Fremont,Iowa,2.0072225717,0,2.0072225717,0.7266338366,1191
Storey,Nevada,1.9078362938,0,1.9078362938,78.7300142018,1192
Lewis and Clark,Montana,1.898421517,0,1.898421517,30.3737480113,1193
Logan,Oklahoma,1.7936926815,0,1.7936926815,5.2074936359,1194
Ozaukee,Wisconsin,1.7828480626,0,1.7828480626,89.9941194926,1195
Gila,Arizona,1.7740937224,0,1.7740937224,53.9384604468,1196
Bolivar,Mississippi,1.7539374553,0,1.7539374553,0.0235076054,1197
Wood,Texas,1.6283613359,0,1.6283613359,66.731465103,1198
Park,Colorado,1.5944885957,0,1.5944885957,1.172290479,1199
Ward,Texas,1.5944885957,0,1.5944885957,0.0213705504,1199
Finney,Kansas,1.5846150218,0,1.5846150218,6.996676007,1201
Teller,Colorado,1.5759374935,0,1.5759374935,27.7839369347,1202
Madison,Ohio,1.5616815198,0,1.5616815198,0.3724440288,1203
Fayette,Ohio,1.5054280936,0,1.5054280936,425.00644081,1204
Allegany,Maryland,1.4997276635,0,1.4997276635,88.1641786004,1205
Roane,Tennessee,1.4552836116,0,1.4552836116,1.3125157341,1206
Marshall,Iowa,1.4499639763,0,1.4499639763,2.021889072,1207
Archuleta,Colorado,1.4136701124,0,1.4136701124,84.0211478079,1208
Chaffee,Colorado,1.3927659934,0,1.3927659934,0.0641629266,1209
Rappahannock,Virginia,1.3848827949,0,1.3848827949,5.5228968681,1210
Baker,Oregon,1.337738589,0,1.337738589,1.0127846091,1211
Adams,Washington,1.337738589,0,1.337738589,26.3397189505,1211
Chippewa,Michigan,1.3229851014,0,1.3229851014,1.1931961219,1213
Susquehanna,Pennsylvania,1.3007631825,0,1.3007631825,85.8053413373,1214
Bedford,Pennsylvania,1.2393167267,0,1.2393167267,7.2057071316,1215
Cortland,New York,1.2190551686,0,1.2190551686,268.0517962956,1216
Pulaski,Kentucky,1.2159785513,0,1.2159785513,15.7972940701,1217
Wagoner,Oklahoma,1.2112640561,0,1.2112640561,2.4857239569,1218
Twin Falls,Idaho,1.0660326568,0,1.0660326568,76.4543523904,1219
Union,Oregon,1.0178198395,0,1.0178198395,19.7325538868,1220
Box Elder,Utah,1.0012550994,0,1.0012550994,2.3230847545,1221
Grady,Oklahoma,0.9558202722,0,0.9558202722,0.3460161126,1222
Asotin,Washington,0.8821116969,0,0.8821116969,8.4581825012,1223
Buchanan,Missouri,0.7973364317,0,0.7973364317,850.8552557186,1224
Lampasas,Texas,0.7921946375,0,0.7921946375,5.8770043405,1225
Wyoming,Pennsylvania,0.7737668224,0,0.7737668224,8.2589197608,1226
La Crosse,Wisconsin,0.7643112488,0,0.7643112488,5.1589611376,1227
Scurry,Texas,0.7628019883,0,0.7628019883,1.486347315,1228
Ferry,Washington,0.7234294356,0,0.7234294356,2.6691403349,1229
Preston,West Virginia,0.7219499574,0,0.7219499574,6.2233642237,1230
Santa Cruz,Arizona,0.7174790232,0,0.7174790232,18.9567615711,1231
Okmulgee,Oklahoma,0.7000201287,0,0.7000201287,6.3818476842,1232
Ottawa,Oklahoma,0.7000201287,0,0.7000201287,23.0968543302,1232
Warren,North Carolina,0.6776269895,0,0.6776269895,2.9437787698,1234
Burleson,Texas,0.6632769459,0,0.6632769459,19.6555606164,1235
#N/A,#N/A,0.6587439937,0,0.6587439937,0.0358746778,1236
Hockley,Texas,0.6343360562,0,0.6343360562,0.8168400315,1237
St Croix,Wisconsin,0.6079892756,0,0.6079892756,1.3727541748,1238
Saline,Nebraska,0.5969879185,0,0.5969879185,1.7449314523,1239
Washington,Oklahoma,0.5754519796,0,0.5754519796,95.2359693863,1240
Union,Pennsylvania,0.4612898403,0,0.4612898403,2.0694964953,1241
Valley,Idaho,0.4112917063,0,0.4112917063,5.4251350281,1242
Nez Perce,Idaho,0.3468521974,0,0.3468521974,17.4987198955,1243
Fannin,Texas,0.2556181446,0,0.2556181446,5.0630299785,1244
Ravalli,Montana,0.2076268485,0,0.2076268485,5.3198973935,1245
Perry,Pennsylvania,0.1741341716,0,0.1741341716,1.3143604661,1246
Marlboro,South Carolina,0.1613774333,0,0.1613774333,227.6139670501,1247
Lee,South Carolina,0.1533207374,0,0.1533207374,0.0027899259,1248
Montour,Pennsylvania,0.152725257,0,0.152725257,13.890595737,1249
Mecklenburg,Virginia,0.1440327144,0,0.1440327144,106.3320274612,1250
Hill,Montana,0.1397257009,0,0.1397257009,0.2793866577,1251
Park,Montana,0.1290166015,0,0.1290166015,14.6873472596,1252
Camden,Missouri,0.1046557572,0,0.1046557572,55.1509421559,1253
Saline,Missouri,0.0993702862,0,0.0993702862,8.6924497506,1254
Sanders,Montana,0.0776799631,0,0.0776799631,4.1034652572,1255
Cass,Illinois,0.061813699,0,0.061813699,844.16781882,1256
Clark,Ohio,0.0088082141,0,0.0088082141,150.2041157005,1257
Greensville,Virginia,0.0065725481,0,0.0065725481,81.0522011355,1258
Henderson,Tennessee,0.0061621304,0,0.0061621304,0.0013298521,1259
Rhea,Tennessee,0.0061217437,0,0.0061217437,0.0055062997,1260
Texas,Oklahoma,0.0015153196,0,0.0015153196,1447.8303422375,1261
Wayne,Kentucky,2.5912854E-09,0,2.5912854E-09,642.42517218,1262
Bacon,Georgia,5.752008E-14,0,5.752008E-14,137.76023755,1263
Seward,Kansas,2.141994E-14,0,2.141994E-14,410.5124296078,1264
Bay,Michigan,2.061564E-14,0,2.061564E-14,23.5167422105,1265
Montrose,Colorado,2.887027E-16,0,2.887027E-16,89.5257778568,1266
Choctaw,Alabama,0,0,0,7.7743912051,1267
Franklin,Alabama,0,0,0,7.2312391578,1267
Jackson,Alabama,0,0,0,0,1267
Macon,Alabama,0,0,0,3.6823397452,1267
Marengo,Alabama,0,0,0,24.447768527,1267
Aleutians West,Alaska,0,0,0,75.5791291148,1267
Bethel,Alaska,0,0,0,0.3688302702,1267
Prince Wales Ketchikan,Alaska,0,0,0,0,1267
Sitka,Alaska,0,0,0,0,1267
#N/A,#N/A,0,0,0,0.0590895332,1267
Skagway Hoonah Angoon,Alaska,0,0,0,0.3295332069,1267
Southeast Fairbanks,Alaska,0,0,0,0.1914895707,1267
Valdez Cordova,Alaska,0,0,0,0.609897597,1267
Wrangell Petersburg,Alaska,0,0,0,0.2772548892,1267
Graham,Arizona,0,0,0,3.6290191619,1267
La Paz,Arizona,0,0,0,15.326407094,1267
Boone,Arkansas,0,0,0,17.5982158455,1267
Carroll,Arkansas,0,0,0,48.739175503,1267
Cleburne,Arkansas,0,0,0,3.3185021274,1267
Columbia,Arkansas,0,0,0,0.2679616496,1267
Conway,Arkansas,0,0,0,2.5665078148,1267
Hempstead,Arkansas,0,0,0,1.9819353592,1267
Hot Spring,Arkansas,0,0,0,2.2089342507,1267
Independence,Arkansas,0,0,0,0.2990240883,1267
Johnson,Arkansas,0,0,0,3.7373737841,1267
Little River,Arkansas,0,0,0,0.1077576906,1267
Logan,Arkansas,0,0,0,1.5855744323,1267
Mississippi,Arkansas,0,0,0,2.9982586095,1267
Ouachita,Arkansas,0,0,0,1.8099951297,1267
Pike,Arkansas,0,0,0,0.8695695712,1267
Polk,Arkansas,0,0,0,0.0433419681,1267
Sharp,Arkansas,0,0,0,0.4292939258,1267
Yell,Arkansas,0,0,0,48.2387125498,1267
Glenn,California,0,0,0,155.353070031,1267
Lassen,California,0,0,0,582.6774949245,1267
Clear Creek,Colorado,0,0,0,6.6278548442,1267
Delta,Colorado,0,0,0,14.4706540876,1267
Elbert,Colorado,0,0,0,0.7273736607,1267
Fremont,Colorado,0,0,0,64.4403933526,1267
Grand,Colorado,0,0,0,0.1914895707,1267
Gunnison,Colorado,0,0,0,13.2734251812,1267
Las Animas,Colorado,0,0,0,1.2849384334,1267
Montezuma,Colorado,0,0,0,17.1093761633,1267
Morgan,Colorado,0,0,0,20.4422352481,1267
Otero,Colorado,0,0,0,0.5806811436,1267
San Miguel,Colorado,0,0,0,13.6390965072,1267
Baldwin,Georgia,0,0,0,346.7323193986,1267
Berrien,Georgia,0,0,0,27.9096643125,1267
Candler,Georgia,0,0,0,25.322923483,1267
Emanuel,Georgia,0,0,0,80.754902796,1267
Glascock,Georgia,0,0,0,1.6442299133,1267
Jeff Davis,Georgia,0,0,0,4.6528502947,1267
Lanier,Georgia,0,0,0,19.845756892,1267
Rabun,Georgia,0,0,0,16.365875188,1267
Stephens,Georgia,0,0,0,69.028499977,1267
Terrell,Georgia,0,0,0,0.2978605814,1267
Bannock,Idaho,0,0,0,16.1362033542,1267
Benewah,Idaho,0,0,0,0.0328275184,1267
Boundary,Idaho,0,0,0,0.360494866,1267
Cassia,Idaho,0,0,0,0.0322126904,1267
Fremont,Idaho,0,0,0,0.0194370659,1267
Gem,Idaho,0,0,0,1.4358752145,1267
Gooding,Idaho,0,0,0,2.9238999238,1267
Idaho,Idaho,0,0,0,0.8138836092,1267
Jefferson,Idaho,0,0,0,0.0210568214,1267
Jerome,Idaho,0,0,0,1.1465862966,1267
Minidoka,Idaho,0,0,0,0.4336019717,1267
Owyhee,Idaho,0,0,0,14.1878597382,1267
Shoshone,Idaho,0,0,0,0.4081743215,1267
Washington,Idaho,0,0,0,1.9026891651,1267
Adams,Illinois,0,0,0,18.409765915,1267
Boone,Illinois,0,0,0,2.4465803117,1267
Grundy,Illinois,0,0,0,1.8193651061,1267
Kankakee,Illinois,0,0,0,56.4079012643,1267
Knox,Illinois,0,0,0,3.5338194694,1267
La Salle,Illinois,0,0,0,1.5155203214,1267
Ogle,Illinois,0,0,0,2.3873578376,1267
Stephenson,Illinois,0,0,0,0.0404579413,1267
Union,Illinois,0,0,0,0,1267
Vermilion,Illinois,0,0,0,34.8908841788,1267
Whiteside,Illinois,0,0,0,0,1267
Cass,Indiana,0,0,0,15.8738780342,1267
Clinton,Indiana,0,0,0,0.3613788692,1267
Grant,Indiana,0,0,0,95.7677898906,1267
La Porte,Indiana,0,0,0,53.8791378177,1267
Lawrence,Indiana,0,0,0,0.4575298616,1267
Marshall,Indiana,0,0,0,0.2779837455,1267
Miami,Indiana,0,0,0,10.706228634,1267
Noble,Indiana,0,0,0,8.8497576816,1267
Warrick,Indiana,0,0,0,1.3249240254,1267
White,Indiana,0,0,0,1.0132512326,1267
Clarke,Iowa,0,0,0,0.8695695712,1267
Clinton,Iowa,0,0,0,0.0370864462,1267
Dubuque,Iowa,0,0,0,5.6628680214,1267
Emmet,Iowa,0,0,0,1.0709770178,1267
Jefferson,Iowa,0,0,0,0.1485020224,1267
Louisa,Iowa,0,0,0,4.6681067402,1267
Muscatine,Iowa,0,0,0,3.6303807395,1267
Pottawattamie,Iowa,0,0,0,10.9244764197,1267
Woodbury,Iowa,0,0,0,20.6407746427,1267
Butler,Kansas,0,0,0,2.8391995461,1267
Dickinson,Kansas,0,0,0,0.2809859572,1267
Lyon,Kansas,0,0,0,47.1161579182,1267
Montgomery,Kansas,0,0,0,0.3800948485,1267
Reno,Kansas,0,0,0,4.9666164273,1267
Saline,Kansas,0,0,0,3.3753030564,1267
Boyle,Kentucky,0,0,0,71.186327172,1267
Campbell,Kentucky,0,0,0,59.5293848797,1267
Daviess,Kentucky,0,0,0,4.4098275321,1267
McCracken,Kentucky,0,0,0,0.1712911652,1267
Montgomery,Kentucky,0,0,0,2.885008751,1267
Scott,Kentucky,0,0,0,27.816909088,1267
Winn,Louisiana,0,0,0,0.1378334735,1267
Barry,Michigan,0,0,0,0.0370864462,1267
Cheboygan,Michigan,0,0,0,113.30628386,1267
Clinton,Michigan,0,0,0,0.0370864462,1267
Iosco,Michigan,0,0,0,19.46587193,1267
Marquette,Michigan,0,0,0,16.3733635102,1267
Shiawassee,Michigan,0,0,0,0,1267
Van Buren,Michigan,0,0,0,0.8923136962,1267
Wexford,Michigan,0,0,0,0.1815628033,1267
Blue Earth,Minnesota,0,0,0,0.0616467468,1267
Itasca,Minnesota,0,0,0,0.0404579413,1267
Kandiyohi,Minnesota,0,0,0,1.0434834855,1267
McLeod,Minnesota,0,0,0,38.089723726,1267
Mower,Minnesota,0,0,0,10.559512254,1267
Nobles,Minnesota,0,0,0,12.483341613,1267
Otter Tail,Minnesota,0,0,0,0.0902625049,1267
Rice,Minnesota,0,0,0,5.361847812,1267
Sherburne,Minnesota,0,0,0,3.3003477758,1267
Sibley,Minnesota,0,0,0,10.461139817,1267
Watonwan,Minnesota,0,0,0,46.820385592,1267
Franklin,Mississippi,0,0,0,1.1412899488,1267
Neshoba,Mississippi,0,0,0,67.3303710372,1267
Adair,Missouri,0,0,0,0.0337149511,1267
Barry,Missouri,0,0,0,8.4991208938,1267
Butler,Missouri,0,0,0,1.2716520657,1267
Cape Girardeau,Missouri,0,0,0,5.8381074948,1267
Dunklin,Missouri,0,0,0,0.2378043551,1267
Howell,Missouri,0,0,0,3.7063522129,1267
Jasper,Missouri,0,0,0,147.876857896,1267
Laclede,Missouri,0,0,0,0.6223868687,1267
Lawrence,Missouri,0,0,0,10.6370356874,1267
Mcdonald,Missouri,0,0,0,4.3301646724,1267
Newton,Missouri,0,0,0,13.0325605244,1267
Pettis,Missouri,0,0,0,0.373737959,1267
Polk,Missouri,0,0,0,0.1914895707,1267
St Francois,Missouri,0,0,0,0.5786187123,1267
Stone,Missouri,0,0,0,17.5005965672,1267
Sullivan,Missouri,0,0,0,1.0462908442,1267
Texas,Missouri,0,0,0,0.2548451441,1267
Jefferson,Montana,0,0,0,0.361236152,1267
Lake,Montana,0,0,0,15.1111531215,1267
Buffalo,Nebraska,0,0,0,0.0389919499,1267
Dakota,Nebraska,0,0,0,3.1620686012,1267
Dodge,Nebraska,0,0,0,1.2616448889,1267
Lincoln,Nebraska,0,0,0,0.2938401824,1267
Scotts Bluff,Nebraska,0,0,0,3.2729572097,1267
Humboldt,Nevada,0,0,0,6.9463745055,1267
Lander,Nevada,0,0,0,1.5855744323,1267
White Pine,Nevada,0,0,0,0.9868831329,1267
Chaves,New Mexico,0,0,0,14.6281975052,1267
Cibola,New Mexico,0,0,0,0.1146526189,1267
Colfax,New Mexico,0,0,0,0.1146526189,1267
Grant,New Mexico,0,0,0,20.847682876,1267
Lincoln,New Mexico,0,0,0,4.97345691,1267
Luna,New Mexico,0,0,0,14.9681039804,1267
Mckinley,New Mexico,0,0,0,3.6965555898,1267
Rio Arriba,New Mexico,0,0,0,5.3930770314,1267
San Juan,New Mexico,0,0,0,12.1482204438,1267
San Miguel,New Mexico,0,0,0,3.0902903628,1267
Sierra,New Mexico,0,0,0,0.2300185295,1267
Socorro,New Mexico,0,0,0,1.6002358841,1267
Taos,New Mexico,0,0,0,11.8513700676,1267
Franklin,New York,0,0,0,47.4014480188,1267
Livingston,New York,0,0,0,6.7224503626,1267
Seneca,New York,0,0,0,24.166053181,1267
Tioga,New York,0,0,0,52.219586323,1267
Alexander,North Carolina,0,0,0,13.938396692,1267
Avery,North Carolina,0,0,0,79.124623595,1267
Polk,North Carolina,0,0,0,14.97237345,1267
Yancey,North Carolina,0,0,0,0.7372300453,1267
Morton,North Dakota,0,0,0,2.6273420721,1267
Ashtabula,Ohio,0,0,0,125.105768686,1267
Defiance,Ohio,0,0,0,0.3487829863,1267
Hancock,Ohio,0,0,0,1.0463525825,1267
Huron,Ohio,0,0,0,4.1177952406,1267
Jefferson,Ohio,0,0,0,84.0767429254,1267
Knox,Ohio,0,0,0,1.0817064171,1267
Lawrence,Ohio,0,0,0,22.6530252814,1267
Muskingum,Ohio,0,0,0,9.9719950082,1267
Ross,Ohio,0,0,0,0.4384407206,1267
Scioto,Ohio,0,0,0,0.8349605717,1267
Shelby,Ohio,0,0,0,7.5542327903,1267
Washington,Ohio,0,0,0,0.0167458209,1267
Bryan,Oklahoma,0,0,0,1.6181096922,1267
Carter,Oklahoma,0,0,0,2.0983837322,1267
Cherokee,Oklahoma,0,0,0,0.1914895707,1267
Creek,Oklahoma,0,0,0,3.3465438422,1267
Custer,Oklahoma,0,0,0,0.1042296535,1267
Delaware,Oklahoma,0,0,0,0.9471927062,1267
Garvin,Oklahoma,0,0,0,0.1730903012,1267
Le Flore,Oklahoma,0,0,0,0.2873931308,1267
Lincoln,Oklahoma,0,0,0,1.5855744323,1267
McIntosh,Oklahoma,0,0,0,0.0161975549,1267
Mayes,Oklahoma,0,0,0,0.0178173104,1267
Muskogee,Oklahoma,0,0,0,11.478810613,1267
Osage,Oklahoma,0,0,0,0.2300185295,1267
Payne,Oklahoma,0,0,0,9.0620997555,1267
Pittsburg,Oklahoma,0,0,0,0.6143461628,1267
Pontotoc,Oklahoma,0,0,0,0.0337149511,1267
Pottawatomie,Oklahoma,0,0,0,6.8748219725,1267
Sequoyah,Oklahoma,0,0,0,5.0444787799,1267
Stephens,Oklahoma,0,0,0,0.3987826658,1267
Grant,Oregon,0,0,0,0.4275209309,1267
Harney,Oregon,0,0,0,6.5256695886,1267
Lake,Oregon,0,0,0,0.269761034,1267
Morrow,Oregon,0,0,0,0.3008556434,1267
Wallowa,Oregon,0,0,0,0.0959209861,1267
Bradford,Pennsylvania,0,0,0,5.5096218477,1267
Clearfield,Pennsylvania,0,0,0,2.1754567296,1267
Clinton,Pennsylvania,0,0,0,1.9590774865,1267
Columbia,Pennsylvania,0,0,0,59.7888362323,1267
Elk,Pennsylvania,0,0,0,78.678089334,1267
Fulton,Pennsylvania,0,0,0,0.0596848496,1267
Mifflin,Pennsylvania,0,0,0,0.0220144138,1267
Potter,Pennsylvania,0,0,0,0.0714713169,1267
Somerset,Pennsylvania,0,0,0,1.7520927512,1267
Tioga,Pennsylvania,0,0,0,6.697440168,1267
Venango,Pennsylvania,0,0,0,0,1267
Calhoun,South Carolina,0,0,0,572.08520434,1267
Fairfield,South Carolina,0,0,0,393.84046667,1267
Cocke,Tennessee,0,0,0,413.8763536911,1267
Anderson,Texas,0,0,0,534.1336653714,1267
Blanco,Texas,0,0,0,18.4670428589,1267
Bosque,Texas,0,0,0,11.086918762,1267
Camp,Texas,0,0,0,0,1267
Cass,Texas,0,0,0,0,1267
Comanche,Texas,0,0,0,0.7339210426,1267
Dawson,Texas,0,0,0,0.218363369,1267
Deaf Smith,Texas,0,0,0,7.491353415,1267
Eastland,Texas,0,0,0,3.972627053,1267
Erath,Texas,0,0,0,4.7566575434,1267
Falls,Texas,0,0,0,0,1267
Freestone,Texas,0,0,0,0,1267
Frio,Texas,0,0,0,17.512602575,1267
Hale,Texas,0,0,0,1.572563726,1267
Hamilton,Texas,0,0,0,0.0777838538,1267
Houston,Texas,0,0,0,58.803882272,1267
Howard,Texas,0,0,0,3.1733170973,1267
Hutchinson,Texas,0,0,0,8.097420353,1267
Lamar,Texas,0,0,0,0.0529094415,1267
McCulloch,Texas,0,0,0,0.8990033608,1267
Madison,Texas,0,0,0,4.8528283867,1267
Marion,Texas,0,0,0,2.1100991612,1267
Morris,Texas,0,0,0,0.7982467526,1267
Newton,Texas,0,0,0,1856.677467938,1267
Panola,Texas,0,0,0,3.65436485,1267
Rusk,Texas,0,0,0,54.9247019132,1267
Sabine,Texas,0,0,0,532.5539455237,1267
San Augustine,Texas,0,0,0,20.260350274,1267
Titus,Texas,0,0,0,2.7908800404,1267
Tyler,Texas,0,0,0,1121.5402612286,1267
Upshur,Texas,0,0,0,24.634938172,1267
Van Zandt,Texas,0,0,0,1.3503335148,1267
Wilbarger,Texas,0,0,0,0.8061312265,1267
Young,Texas,0,0,0,0.1344439073,1267
Zavala,Texas,0,0,0,2.2949408456,1267
Carbon,Utah,0,0,0,0.0178173104,1267
Kane,Utah,0,0,0,0.2300185295,1267
Sanpete,Utah,0,0,0,0.2760222354,1267
Sevier,Utah,0,0,0,4.5102200509,1267
Amherst,Virginia,0,0,0,22.3100576483,1267
Botetourt,Virginia,0,0,0,37.3002293008,1267
Buchanan,Virginia,0,0,0,2.1534423158,1267
Charlotte,Virginia,0,0,0,0,1267
Goochland,Virginia,0,0,0,15.1729588268,1267
Henry,Virginia,0,0,0,0.7028900328,1267
Madison,Virginia,0,0,0,6.4717292567,1267
Page,Virginia,0,0,0,8.2727351229,1267
Pittsylvania,Virginia,0,0,0,15.2674527146,1267
Pulaski,Virginia,0,0,0,1.857529585,1267
Rockbridge,Virginia,0,0,0,1.7546976372,1267
Smyth,Virginia,0,0,0,0.0596848496,1267
Washington,Virginia,0,0,0,2.3399371633,1267
Wise,Virginia,0,0,0,3.4096164102,1267
Colonial Heights City,Virginia,0,0,0,12.0866186337,1267
Falls Church City,Virginia,0,0,0,49.6187175145,1267
Columbia,Washington,0,0,0,0.0361102703,1267
Pend Oreille,Washington,0,0,0,14.7401963144,1267
Greenbrier,West Virginia,0,0,0,0.7268055925,1267
Hardy,West Virginia,0,0,0,0.341200789,1267
Mineral,West Virginia,0,0,0,0.9287651761,1267
Pendleton,West Virginia,0,0,0,72.462237458,1267
Putnam,West Virginia,0,0,0,5.3461935613,1267
Randolph,West Virginia,0,0,0,4.4426446405,1267
Barron,Wisconsin,0,0,0,0.0161975549,1267
Fond Du Lac,Wisconsin,0,0,0,0,1267
Manitowoc,Wisconsin,0,0,0,0.4237418169,1267
Marathon,Wisconsin,0,0,0,0.8133732875,1267
Marinette,Wisconsin,0,0,0,0.0404579413,1267
Monroe,Wisconsin,0,0,0,0.3985824732,1267
Portage,Wisconsin,0,0,0,2.337114062,1267
Wood,Wisconsin,0,0,0,18.472007836,1267
Nantucket,Massachusetts,707.446064672,727.3282460307,-19.8821813587,293.1082987442,1571
Willacy,Texas,501.5257464483,521.7600000009,-20.2342535526,245.9599281312,1572
Southampton,Virginia,800.8806909063,828.0199999974,-27.1393090911,1733.674312756,1573
Charles City,Virginia,136.0955916774,175.16,-39.0644083226,129.2342719816,1574
Kenedy,Texas,4.2607428819,99.284579297,-95.0238364151,1.023154512,1575
Northampton,Virginia,1683.1981097514,1796.92989299,-113.7317832386,1600.611873102,1576
Putnam,New York,228.4664787246,346.7299999997,-118.2635212751,910.3570855589,1577
Clallam,Washington,1489.9847297134,1648.1400000016,-158.1552702882,894.989934965,1578
Mendocino,California,293.5363145588,489.2299999985,-195.6936854397,1209.7021336258,1579
Charlton,Georgia,930.2135735212,1171.3900000073,-241.1764264861,441.9234942493,1580
San Juan,Washington,102.5264707922,348.6800000004,-246.1535292082,93.3501684823,1581
Hancock,Maine,1173.1638540731,1435.6599999898,-262.4961459167,1065.4604420192,1582
Martin,North Carolina,2767.9424526437,3050.790000012,-282.8475473683,928.1809501204,1583
Essex,Virginia,965.2272090166,1276.689999998,-311.4627909814,809.2187446976,1584
Rensselaer,New York,1091.7792409311,1430.4300000028,-338.6507590717,1237.5394256633,1585
Westmoreland,Virginia,948.1266475963,1290.4200000045,-342.2933524082,679.6972603089,1586
Cumberland,Maine,12363.2458206339,12748.7599999434,-385.5141793095,4796.1487731333,1587
Jefferson Davis,Louisiana,4675.954662826,5074.02999998,-398.075337154,3123.1140027356,1588
Bertie,North Carolina,1687.6235735731,2117.829999995,-430.2064264219,363.9194884364,1589
King George,Virginia,670.6555014316,1106.4800000063,-435.8244985747,423.8985388495,1590
Greene,New York,486.8913228043,950.6600000055,-463.7686772012,398.9231690861,1591
Cecil,Maryland,3911.077788243,4414.2800000002,-503.2022117572,3333.4174028388,1592
Dixie,Florida,996.4098652386,1532.159999997,-535.7501347584,581.9304453876,1593
Northumberland,Virginia,724.088233292,1570.54000001,-846.451766718,176.4834620202,1594
Tillamook,Oregon,300.6037860791,1172.1400000031,-871.536213924,145.1192902593,1595
Columbia,New York,790.8138308574,1669.6099999987,-878.7961691413,621.138403143,1596
Washington,Maine,117.2001674025,1026.1299999976,-908.9298325951,150.1025705164,1597
Knox,Maine,249.7594116628,1256.7300000049,-1006.9705883421,621.6833818436,1598
Lancaster,Virginia,691.582471878,1746.480000017,-1054.897528139,319.2942330683,1599
Jefferson,Washington,541.0100935874,1600.4100000081,-1059.3999064207,255.7203036279,1600
Gates,North Carolina,886.92046433,2007.109999992,-1120.189535662,1328.346505491,1601
Suffolk City,Virginia,7846.9403491954,8986.689999989,-1139.7496507936,16905.6078230206,1602
Pender,North Carolina,6101.3639228425,7299.150000038,-1197.7860771955,1210.2062310664,1603
Chowan,North Carolina,2290.188903027,3527.659999976,-1237.471096949,1085.282643097,1604
Kent,Maryland,1433.802822449,2696.937865936,-1263.135043487,403.8187167278,1605
Ascension,Louisiana,46196.8041935173,47474.0099995141,-1277.2058059968,14364.8264284463,1606
